,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2564,2565,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1
2568,2569,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
2574,2575,15688691,Lei,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
2580,2581,15731790,Boyle,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1
2594,2595,15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1
2600,2601,15744582,Randall,680,France,Female,24,10,0.0,3,1,0,154971.63,1
2614,2615,15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1
2629,2630,15711789,Davey,768,Spain,Female,42,3,0.0,1,0,0,161242.99,1
2634,2635,15680278,Ts'ai,661,Spain,Female,42,9,75361.44,1,1,0,27608.12,1
2639,2640,15581036,Beyer,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1
2659,2660,15679410,Caldwell,729,France,Female,62,4,140549.4,1,1,0,30990.16,1
2661,2662,15688409,Donaldson,742,France,Female,28,2,191864.51,1,1,0,108457.99,1
2662,2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
2670,2671,15760446,Pagnotto,598,France,Female,64,9,0.0,1,0,1,13181.37,1
2695,2696,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
2698,2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1
2719,2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
2720,2721,15806688,Manfrin,726,Spain,Female,56,8,123110.9,3,0,1,130113.78,1
2721,2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1
2732,2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
2750,2751,15767474,Lorenzo,481,France,Female,57,9,0.0,3,1,1,169719.35,1
2752,2753,15626787,Wei,698,Spain,Female,31,8,185078.26,1,0,0,115337.74,1
2757,2758,15566708,Chidalu,444,France,Female,45,4,0.0,2,1,0,161653.5,1
2769,2770,15730433,Nakayama,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
2777,2778,15776233,Kruglova,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1
2781,2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
2786,2787,15585100,Rioux,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
2805,2806,15618936,MacDonald,688,France,Female,51,5,0.0,1,1,0,91624.11,1
2813,2814,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
2851,2852,15776454,Hamilton,603,France,Female,48,5,0.0,1,1,0,100478.6,1
2856,2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
2879,2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
2880,2881,15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
2900,2901,15668575,Hao,626,Spain,Female,26,8,148610.41,3,0,1,104502.02,1
2915,2916,15617482,Milanesi,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
2918,2919,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
2928,2929,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
2932,2933,15724858,Begum,688,France,Female,54,9,0.0,1,1,0,191212.63,1
2939,2940,15591915,Frolov,533,France,Female,39,2,0.0,1,0,1,73669.94,1
2957,2958,15789109,Watson,686,France,Female,41,10,0.0,1,1,1,144272.71,1
2967,2968,15595324,Daniels,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1
2973,2974,15651983,Fang,591,France,Female,56,9,128882.49,1,1,1,196241.94,1
2977,2978,15655123,Dumetolisa,505,Spain,Female,45,9,131355.3,3,1,0,195395.33,1
2987,2988,15682268,Steere,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1
2989,2990,15636428,Sutherland,703,Spain,Female,45,1,0.0,1,1,0,182784.11,1
3006,3007,15720943,Pirozzi,747,France,Female,45,1,114959.12,1,1,0,189362.39,1
3032,3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1
3046,3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1
3050,3051,15699247,Chapman,791,France,Female,44,5,0.0,2,1,1,123977.86,1
3074,3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
3082,3083,15759066,Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1
3085,3086,15571059,Martin,734,France,Female,54,3,0.0,1,1,0,130805.54,1
3090,3091,15779581,Bottrill,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1
3105,3106,15794566,Kirsova,678,France,Female,28,4,0.0,2,1,1,144423.17,1
3107,3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
3109,3110,15735878,Law,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1
3110,3111,15707596,Chung,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
3112,3113,15622478,Greaves,698,France,Female,40,7,105061.74,3,1,0,107815.31,1
3114,3115,15636023,O'Donnell,619,France,Female,40,10,0.0,1,1,1,147093.84,1
3119,3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
3130,3131,15813113,Chang,795,Spain,Female,56,5,0.0,1,1,0,35418.69,1
3141,3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
3145,3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
3146,3147,15730688,Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
3148,3149,15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
3152,3153,15724161,Sutton,644,France,Female,40,9,137285.26,4,1,0,77063.63,1
3156,3157,15569641,Sung,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
3163,3164,15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1
3167,3168,15583137,Pope,637,France,Female,48,7,130806.99,2,1,1,132005.85,1
3168,3169,15680752,Horrocks,675,France,Female,49,0,0.0,1,1,1,80496.71,1
3170,3171,15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
3171,3172,15589449,Frye,815,France,Female,56,3,0.0,3,1,1,94248.16,1
3175,3176,15764604,Sutherland,586,France,Female,35,7,164769.02,3,1,0,119814.25,1
3180,3181,15750447,Ozoemena,678,France,Female,60,10,117738.81,1,1,0,147489.76,1
3185,3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
3193,3194,15725794,Winters,659,France,Female,49,1,0.0,1,1,0,116249.72,1
3199,3200,15678201,Robertson,548,France,Female,46,1,0.0,1,1,1,104469.06,1
3205,3206,15733973,Bibi,850,France,Female,42,8,0.0,1,1,0,19632.64,1
3224,3225,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
3229,3230,15589715,Fulks,584,France,Female,66,5,0.0,1,1,0,49553.38,1
3245,3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
3260,3261,15768072,Mitchell,688,Spain,Female,33,2,0.0,1,0,0,27557.18,1
3272,3273,15793890,Harriman,728,France,Female,59,4,0.0,1,1,1,163365.85,1
3273,3274,15646091,Frankland,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1
3274,3275,15596984,Pinto,629,France,Female,31,6,0.0,1,1,1,16447.6,1
3280,3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
3285,3286,15627220,Kang,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1
3303,3304,15784320,Lenhardt,632,France,Female,44,3,133793.89,1,1,1,34607.14,1
3314,3315,15628767,Hotchin,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1
3328,3329,15651352,Tobenna,529,France,Female,38,2,0.0,1,1,0,146388.85,1
3339,3340,15631305,Franklin,599,Spain,Female,28,4,126833.79,2,1,0,60843.09,1
3349,3350,15603465,Dunn,665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1
3358,3359,15750638,Obiajulu,705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1
3365,3366,15764431,Chinwenma,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1
3370,3371,15749905,Carr,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1
3371,3372,15625175,Palerma,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
3372,3373,15643967,Chineze,652,France,Female,37,4,92208.54,1,0,1,197699.8,1
3375,3376,15733234,Moretti,777,France,Female,58,4,0.0,1,1,1,62449.07,1
3376,3377,15721582,Hale,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1
3377,3378,15628219,Benson,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
3389,3390,15724863,Sheppard,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
3399,3400,15633352,Okwukwe,628,France,Female,31,6,175443.75,1,1,0,113167.17,1
3409,3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
3429,3430,15674678,Bradley,731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
3440,3441,15745605,Trevisan,722,France,Female,47,2,88011.4,1,1,1,90655.94,1
3443,3444,15606755,Moretti,597,Spain,Female,46,4,0.0,2,1,0,58667.16,1
3473,3474,15627840,Toscano,682,France,Female,42,0,0.0,1,0,1,91981.85,1
3480,3481,15807993,Bruno,588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1
3497,3498,15588944,Maughan,456,France,Female,63,1,165350.61,2,0,0,140758.07,1
3519,3520,15594878,Thompson,661,Spain,Female,41,5,28082.95,1,1,0,69586.27,1
3520,3521,15569248,Milanesi,554,France,Female,43,10,0.0,2,1,0,149629.13,1
3530,3531,15623712,Coates,453,Spain,Female,42,5,0.0,3,1,0,83008.49,1
3531,3532,15653251,Hickey,408,France,Female,84,8,87873.39,1,0,0,188484.52,1
3532,3533,15755077,Norton,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1
3533,3534,15808557,Mancini,695,France,Female,42,5,0.0,1,0,1,72172.13,1
3538,3539,15761023,Murphy,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
3547,3548,15641359,Shao,662,Spain,Female,35,6,0.0,2,0,0,2423.9,1
3549,3550,15647725,Napolitano,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
3555,3556,15629094,Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
3556,3557,15651823,Nkemjika,590,France,Female,60,6,147751.75,1,1,0,88206.04,1
3559,3560,15727353,Ch'ang,650,France,Female,64,7,142028.36,1,1,0,32275.09,1
3562,3563,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
3569,3570,15761670,Morley,695,France,Female,50,8,0.0,1,1,0,126381.6,1
3578,3579,15711618,Chang,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1
3600,3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1
3603,3604,15772528,Mishin,750,France,Female,47,7,121376.15,2,1,0,54473.6,1
3610,3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
3616,3617,15738907,Tobenna,798,France,Female,60,6,96956.1,1,1,0,31907.44,1
3617,3618,15663446,Volkova,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1
3618,3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
3626,3627,15634968,Hsueh,789,Germany,Female,37,6,110689.07,1,1,1,71121.04,1
3637,3638,15809320,McElhone,845,Spain,Female,52,0,0.0,1,1,0,31726.76,1
3639,3640,15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1
3646,3647,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,1
3656,3657,15759284,Yeh,750,France,Female,37,6,0.0,1,1,1,117948.0,1
3658,3659,15661903,Hsia,699,France,Female,43,3,80764.03,1,1,0,199378.58,1
3659,3660,15664668,Zarate,534,France,Female,42,9,144801.97,1,0,1,12483.39,1
3668,3669,15586133,Pisano,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1
3681,3682,15666270,Omeokachie,676,France,Female,40,2,147803.48,1,1,0,95181.06,1
3683,3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1
3693,3694,15722246,Omeokachie,742,France,Female,60,4,0.0,1,1,1,13161.66,1
3694,3695,15609704,Mao,608,France,Female,33,4,0.0,1,1,0,79304.38,1
3709,3710,15812616,Enyinnaya,707,France,Female,49,10,0.0,1,1,0,82967.97,1
3711,3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1
3715,3716,15640409,Carpenter,817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1
3719,3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1
3724,3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1
3726,3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
3727,3728,15768367,Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29,1
3731,3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1
3741,3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
3743,3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
3763,3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
3782,3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
3783,3784,15599860,Warner,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1
3786,3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1
3790,3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1
3797,3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,1
3817,3818,15724251,Todd,682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1
3836,3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
3841,3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1
3861,3862,15615126,Cocci,780,France,Female,37,3,0.0,2,0,0,182156.81,1
3879,3880,15757541,Rickard,778,France,Female,33,9,151772.63,2,0,0,180249.94,1
3885,3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1
3902,3903,15720305,Power,591,Spain,Female,40,1,86376.29,1,0,1,136767.16,1
3910,3911,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1
3917,3918,15640258,Chou,685,France,Female,50,6,94238.75,2,1,1,50664.07,1
3930,3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1
3951,3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1
3957,3958,15756610,Carlson,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1
3975,3976,15720071,Fiorentini,535,France,Female,49,3,0.0,1,0,0,61820.41,1
3979,3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,1
3983,3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,1
3988,3989,15650442,Hsieh,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1
3991,3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1
3998,3999,15737071,Tang,639,France,Female,60,5,162039.78,1,1,1,84361.72,1
4005,4006,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1
4013,4014,15653776,Salier,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1
4014,4015,15597914,Evdokimov,641,Germany,Female,51,2,117306.69,4,1,1,26912.72,1
4021,4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1
4037,4038,15807563,Ch'iu,841,France,Female,52,5,0.0,1,0,0,183239.71,1
4038,4039,15684461,McKay,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1
4054,4055,15734762,Ignatiev,602,France,Female,56,3,115895.22,3,1,0,4176.17,1
4076,4077,15676404,Kirillov,672,France,Female,50,1,0.0,1,1,0,12106.82,1
4080,4081,15812262,Gaffney,808,Germany,Female,37,2,100431.84,1,1,0,35140.49,1
4082,4083,15669301,Romani,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1
4093,4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1
4107,4108,15643865,Lo Duca,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
4142,4143,15609623,McConnell,637,France,Female,63,5,0.0,1,1,0,28092.77,1
4153,4154,15664001,Riddle,695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
4166,4167,15654562,Ma,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
4195,4196,15747168,Sanders,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
4196,4197,15796910,Tsui,625,Spain,Female,57,7,0.0,1,0,0,84106.17,1
4197,4198,15707674,Marino,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
4206,4207,15720929,Kazantseva,604,France,Female,47,8,62094.71,3,0,0,9308.1,1
4215,4216,15574213,Wilson,789,France,Female,53,1,158271.74,1,1,1,5036.39,1
4218,4219,15782418,Ku,589,Germany,Female,19,9,83495.11,1,1,1,143022.31,1
4220,4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
4223,4224,15588090,Ferri,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1
4243,4244,15622518,Stephenson,768,France,Female,26,5,51116.26,1,1,1,70454.79,1
4264,4265,15761294,Manna,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1
4266,4267,15673984,Daniels,536,France,Female,35,8,0.0,1,1,0,171840.24,1
4274,4275,15690021,Martin,502,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
4280,4281,15740527,Lai,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1
4292,4293,15800287,Micco,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1
4295,4296,15616454,Davidson,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1
4305,4306,15775294,Weber,692,France,Female,31,2,0.0,2,1,0,91829.17,1
4309,4310,15654000,Algarin,705,France,Female,35,5,0.0,1,1,0,133991.11,1
4311,4312,15719991,Korovina,727,Spain,Female,52,1,154733.97,1,1,0,80259.67,1
4312,4313,15720687,Chidubem,576,France,Female,41,4,112609.91,1,0,0,191035.18,1
4323,4324,15579566,Li Fonti,616,Spain,Female,43,3,120867.18,1,1,0,18761.92,1
4335,4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1
4361,4362,15592000,Calabresi,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1
4371,4372,15714391,Lai,563,France,Female,35,2,183572.84,1,1,1,66006.75,1
4373,4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
4377,4378,15696301,Snider,719,France,Female,37,9,101455.7,1,1,0,25803.59,1
4390,4391,15674328,Moreno,670,France,Female,40,3,47364.45,1,1,1,148579.43,1
4399,4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,1
4400,4401,15567063,Manna,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1
4402,4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
4403,4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
4435,4436,15648967,Ch'en,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
4437,4438,15779522,Efimov,736,France,Female,24,0,0.0,2,1,0,109355.73,1
4447,4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1
4452,4453,15704788,Krawczyk,812,Spain,Female,49,8,66079.45,2,0,0,91556.57,1
4462,4463,15676937,Nicholls,635,Spain,Female,32,8,0.0,2,1,1,19367.98,1
4463,4464,15778975,Nnonso,850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1
4470,4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
4471,4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
4483,4484,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
4497,4498,15758901,Henderson,713,Spain,Female,47,1,0.0,1,1,0,107825.08,1
4511,4512,15568006,Ukaegbunam,634,France,Female,45,2,0.0,4,1,0,101039.53,1
4516,4517,15812210,Yashina,497,Germany,Female,32,8,111537.23,4,1,1,9497.99,1
4529,4530,15570087,Parry-Okeden,664,France,Female,44,8,142989.69,1,1,1,115452.51,1
4543,4544,15692929,Ikechukwu,791,Germany,Female,42,10,113657.41,2,0,1,139946.68,1
4548,4549,15673372,Stevenson,635,France,Female,58,1,0.0,1,1,1,58907.08,1
4551,4552,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1
4555,4556,15733261,Kung,688,Spain,Female,35,6,0.0,1,1,0,25488.43,1
4559,4560,15668248,Quinn,528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1
4563,4564,15694376,Sullivan,705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1
4597,4598,15677105,Rossi,706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1
4606,4607,15784958,Allan,797,France,Female,55,10,0.0,4,1,1,49418.87,1
4612,4613,15649292,Bellucci,748,France,Female,49,7,29602.08,1,0,0,163550.58,1
4619,4620,15622532,Izmailova,708,France,Female,47,0,126589.12,2,0,1,132730.07,1
4634,4635,15583353,Floyd,610,Spain,Female,45,3,0.0,1,1,0,38276.84,1
4640,4641,15696373,Gill,687,France,Female,44,9,0.0,2,0,0,103042.2,1
4643,4644,15672594,Stevenson,597,France,Female,60,0,131778.08,1,0,0,10703.53,1
4648,4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1
4653,4654,15579617,Sinclair,489,France,Female,51,3,0.0,2,0,1,174098.28,1
4654,4655,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1
4671,4672,15808674,Ejikemeifeuwa,616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1
4677,4678,15791780,Ts'ao,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1
4719,4720,15583580,Chiawuotu,566,Germany,Female,35,1,123042.0,1,1,0,66245.44,1
4729,4730,15788556,Trouette,683,France,Female,42,4,148283.94,1,1,1,44692.63,1
4730,4731,15576550,Ugochukwu,619,Spain,Female,38,1,0.0,1,1,0,112442.63,1
4732,4733,15653937,McIntyre,638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
4734,4735,15591740,Fletcher,590,France,Female,54,4,0.0,2,1,1,93820.49,1
4738,4739,15644361,Hooper,702,France,Female,40,1,103549.24,1,0,0,9712.52,1
4744,4745,15582849,McIntosh,757,France,Female,51,1,0.0,1,1,1,22835.13,1
4748,4749,15759067,Bromby,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1
4751,4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1
4754,4755,15595592,Lai,708,France,Female,59,2,0.0,1,1,0,179673.11,1
4756,4757,15778005,Kemp,785,France,Female,39,1,130147.98,1,1,0,163798.41,1
4768,4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1
4781,4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1
4784,4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1
4822,4823,15805704,Murphy,745,France,Female,32,2,0.0,4,0,1,179705.13,1
4834,4835,15702912,Ch'en,752,Spain,Female,35,2,0.0,1,1,0,44335.54,1
4839,4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,1
4841,4842,15668270,Thompson,587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1
4861,4862,15790204,Myers,663,Spain,Female,22,9,0.0,1,1,0,29135.89,1
4870,4871,15573888,Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1
4879,4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
4889,4890,15693205,Peng,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1
4892,4893,15739592,Sokolov,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1
4899,4900,15696852,Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1
4913,4914,15733447,Gay,562,France,Female,51,1,124662.54,1,1,1,65390.46,1
4918,4919,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1
4921,4922,15748414,Chiang,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1
4927,4928,15803456,Yen,641,France,Female,40,9,0.0,1,0,0,151648.66,1
4946,4947,15644692,Bibb,546,France,Female,47,8,0.0,1,1,1,66408.01,1
4964,4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
4974,4975,15744942,Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
4981,4982,15768137,Bray,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1
4992,4993,15783019,Price,794,France,Female,62,9,123681.32,3,1,0,173586.63,1
4994,4995,15585580,Chang,796,Germany,Female,52,9,167194.36,1,1,1,62808.93,1
5004,5005,15625092,Colombo,502,Germany,Female,57,3,101465.31,1,1,0,43568.31,1
5007,5008,15784761,Ballard,554,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
5013,5014,15626795,Gorman,672,France,Female,40,3,0.0,1,1,0,113171.61,1
5018,5019,15754577,Boni,556,France,Female,51,8,61354.14,1,1,0,198810.65,1
5019,5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1
5020,5021,15669589,Page,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1
5024,5025,15720583,Finch,745,Germany,Female,44,0,119638.21,1,1,1,34265.08,1
5028,5029,15761168,Manna,478,France,Female,38,4,171913.87,1,1,0,51820.87,1
5031,5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
5033,5034,15690743,Shao,536,France,Female,61,8,65190.29,1,1,1,64308.49,1
5057,5058,15606386,Wang,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
5067,5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
5082,5083,15793307,Calabresi,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
5092,5093,15596303,White,688,France,Female,39,0,0.0,2,1,0,53222.15,1
5093,5094,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1
5099,5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1
5103,5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
5115,5116,15727317,Brady,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1
5127,5128,15644796,Dyer,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1
5134,5135,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,1
5137,5138,15601594,Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
5177,5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
