,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2892,2893,15701291,Chidubem,601,France,Male,44,3,0.0,2,1,0,30607.11,0
2893,2894,15719606,Rivers,657,France,Male,50,9,0.0,2,0,0,37171.46,0
2894,2895,15644119,Sochima,531,France,Male,31,3,0.0,1,1,1,42589.33,0
2895,2896,15646859,Heydon,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0
2901,2902,15603246,Genovesi,498,France,Male,73,2,170241.7,2,1,1,165407.96,0
2905,2906,15694829,Chibueze,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0
2906,2907,15600575,Padovano,802,Spain,Male,41,6,0.0,2,1,0,47322.05,0
2908,2909,15570769,Kibble,494,France,Male,69,9,93320.8,1,1,1,24489.44,0
2909,2910,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
2910,2911,15746139,Enemuo,596,France,Male,33,2,139451.67,1,0,0,63142.12,0
2914,2915,15733883,Ward,604,France,Male,28,7,0.0,2,0,0,58595.64,0
2922,2923,15705113,P'an,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
2923,2924,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
2926,2927,15744529,Chiekwugo,510,France,Male,63,8,0.0,2,1,1,115291.86,0
2927,2928,15669656,Macdonald,632,France,Male,32,6,111589.33,1,1,1,170382.99,0
2929,2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
2930,2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
2933,2934,15713144,Ingrassia,588,Spain,Male,46,8,0.0,1,1,0,61931.21,0
2935,2936,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
2936,2937,15671766,Enyinnaya,599,France,Male,44,10,118577.24,1,1,1,31448.52,0
2937,2938,15782806,Watson,718,Spain,Male,28,6,0.0,2,1,0,146875.86,0
2938,2939,15764419,Langdon,730,France,Male,27,5,0.0,2,1,1,116081.93,0
2944,2945,15798850,Goddard,576,France,Male,32,7,0.0,2,1,0,4660.91,0
2946,2947,15727696,Zubareva,592,France,Male,42,1,147249.29,2,1,1,63023.02,0
2947,2948,15793813,Onochie,774,France,Male,36,7,103688.19,1,0,1,118971.74,0
2949,2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
2952,2953,15654901,Horton,733,France,Male,51,10,141556.96,1,1,0,130189.53,0
2956,2957,15642885,Gray,792,France,Male,30,8,0.0,2,1,0,199644.2,0
2958,2959,15814004,Fyodorova,589,France,Male,29,2,0.0,2,0,1,98320.27,0
2959,2960,15673619,Bazhenov,530,France,Male,25,9,162560.32,1,1,0,64129.03,0
2961,2962,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
2964,2965,15679760,Slattery,721,France,Male,46,1,115764.32,2,0,0,102950.79,0
2965,2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
2969,2970,15726358,Chiemenam,681,France,Male,34,7,0.0,2,0,0,130686.59,0
2971,2972,15782530,Bruce,681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0
2972,2973,15592877,Wright,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0
2974,2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
2975,2976,15774179,Sutherland,487,France,Male,37,6,0.0,2,1,1,126477.41,0
2976,2977,15667265,Cavenagh,729,France,Male,39,4,121404.64,1,1,1,159618.17,0
2979,2980,15668385,Dellucci,642,France,Male,40,1,154863.15,1,1,1,138052.51,0
2981,2982,15711218,Parry,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0
2983,2984,15663939,Arnott,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
2984,2985,15694946,Hanson,663,France,Male,35,9,0.0,2,1,1,195580.28,0
2985,2986,15631912,T'ao,840,France,Male,30,8,136291.71,1,1,0,54113.38,0
2986,2987,15768816,Shen,570,Germany,Male,42,0,107856.57,2,1,0,127528.84,0
2990,2991,15809823,Thurgood,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0
2991,2992,15699284,Johnson,584,France,Male,49,8,172713.44,1,1,0,113860.81,0
2998,2999,15766289,Dickinson,751,France,Male,47,5,142669.93,2,1,0,162760.96,0
2999,3000,15593014,Evseyev,525,France,Male,33,1,112833.35,1,0,1,175178.56,0
3003,3004,15801658,Summers,580,France,Male,55,6,104305.74,1,0,1,175750.21,0
3004,3005,15706185,Clements,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0
3005,3006,15789863,Kazakova,683,France,Male,39,4,0.0,2,1,0,171716.81,0
3008,3009,15665416,Ferri,779,France,Male,62,10,119096.55,1,0,1,116977.89,0
3009,3010,15660200,Mai,551,France,Male,31,1,0.0,2,1,1,185105.44,0
3011,3012,15773447,Fomin,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
3014,3015,15679297,Volkova,628,Spain,Male,43,3,184926.61,1,1,0,122937.57,0
3015,3016,15591433,Miles,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0
3016,3017,15642725,Madison,797,France,Male,32,10,114084.6,1,0,1,125782.29,0
3019,3020,15741049,Colebatch,577,France,Male,29,7,0.0,2,1,1,55473.15,0
3021,3022,15574305,T'ang,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
3023,3024,15697020,Hs?eh,618,France,Male,39,2,91068.56,1,1,0,26578.69,0
3024,3025,15610801,Pan,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
3026,3027,15722758,Allan,585,France,Male,40,7,0.0,2,0,0,146156.98,0
3029,3030,15801247,Fan,605,Spain,Male,39,10,105317.73,2,1,0,138021.36,0
3030,3031,15725660,Dellucci,676,France,Male,20,1,80569.73,1,0,0,68621.98,0
3034,3035,15668504,Lucchesi,770,France,Male,36,2,89800.14,1,1,1,105922.69,0
3036,3037,15610403,Anderson,659,France,Male,43,1,106086.42,2,1,0,26900.63,0
3037,3038,15741094,Sagese,693,France,Male,21,1,0.0,2,1,1,3494.02,0
3038,3039,15807909,Rubensohn,744,France,Male,47,9,0.0,2,1,0,113163.17,0
3040,3041,15617134,Iqbal,716,France,Male,38,4,0.0,2,1,0,189678.7,0
3041,3042,15783029,Monaldo,671,France,Male,34,7,106603.74,2,1,1,26387.71,0
3044,3045,15750839,Burns,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0
3045,3046,15749130,Dyer,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
3047,3048,15767871,H?,784,Spain,Male,48,7,0.0,2,1,1,182609.97,0
3049,3050,15576219,Cameron,615,France,Male,32,4,0.0,2,1,1,6225.63,0
3051,3052,15619087,Taylor,762,France,Male,53,1,102520.37,1,1,1,170195.4,0
3052,3053,15605327,Namatjira,607,France,Male,35,2,0.0,2,1,1,114190.3,0
3054,3055,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0
3055,3056,15602373,White,812,France,Male,44,4,115049.15,2,1,0,165038.41,0
3056,3057,15762605,Wall,685,France,Male,58,1,104796.54,1,1,1,154181.41,0
3057,3058,15598840,Moretti,680,France,Male,33,1,123082.08,1,1,0,134960.98,0
3061,3062,15757837,Kao,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0
3063,3064,15578738,Tuan,609,France,Male,32,7,71872.19,1,1,1,151924.9,0
3064,3065,15762228,Barnes,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
3065,3066,15614827,Sun,503,France,Male,42,8,104430.08,1,1,1,147557.71,0
3067,3068,15579781,Buccho,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
3070,3071,15794661,Liu,674,Spain,Male,32,2,0.0,2,1,0,140579.17,0
3071,3072,15581654,Long,798,France,Male,32,7,0.0,2,0,1,37731.95,0
3075,3076,15594577,De Luca,556,France,Male,35,10,0.0,2,1,1,192751.18,0
3077,3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
3080,3081,15694288,Cawthorne,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0
3081,3082,15603319,Graham,693,France,Male,29,2,151352.74,1,0,0,197145.89,0
3087,3088,15715160,Khan,439,France,Male,36,2,165536.28,2,1,1,123956.83,0
3088,3089,15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
3089,3090,15662067,Summers,743,France,Male,40,8,68155.59,1,1,0,94876.65,0
3091,3092,15662901,Hu,656,France,Male,37,2,0.0,2,0,1,67840.81,0
3093,3094,15667742,Vincent,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0
3095,3096,15680243,Brown,792,France,Male,19,7,143390.51,1,1,0,33282.84,0
3097,3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
3099,3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
3100,3101,15735549,Lori,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0
3101,3102,15809347,Fanucci,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0
3104,3105,15654230,Miller,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
3111,3112,15657163,Cockrum,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0
3113,3114,15779529,Grant,620,France,Male,32,7,0.0,2,1,1,34665.79,0
3115,3116,15582066,Maclean,561,France,Male,21,4,0.0,1,1,1,36942.35,0
3117,3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
3118,3119,15789432,Mazzanti,451,France,Male,33,6,0.0,2,1,0,184954.11,0
3121,3122,15593715,Castiglione,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0
3122,3123,15575002,Ferguson,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
3123,3124,15622171,Nnamdi,642,France,Male,30,8,80964.57,2,1,0,174738.2,0
3126,3127,15691808,King,656,France,Male,43,7,134919.85,1,1,0,194691.95,0
3129,3130,15694453,Walker,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0
3132,3133,15619407,Buckley,615,France,Male,39,4,133707.09,1,1,1,108152.75,0
3134,3135,15660541,Olisanugo,694,France,Male,34,5,127900.03,1,1,0,101737.8,0
3135,3136,15753874,Kent,694,France,Male,37,10,143835.47,1,0,1,33326.71,0
3136,3137,15617877,Jessop,607,France,Male,44,0,0.0,2,1,1,81140.09,0
3140,3141,15780572,Mansom,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0
3144,3145,15638003,Komarova,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0
3147,3148,15753102,Curtis,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0
3154,3155,15609637,Nkemakolam,652,France,Male,51,7,0.0,2,0,1,43496.36,0
3155,3156,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
3157,3158,15815236,Chiganu,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
3159,3160,15680587,Esposito,834,France,Male,23,4,131254.81,1,1,0,20199.3,0
3160,3161,15672821,Owen,591,France,Male,28,5,0.0,2,1,1,48606.92,0
3161,3162,15767681,Smalley,470,Spain,Male,34,9,0.0,2,0,1,89013.67,0
3162,3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0
3169,3170,15688172,Tai,677,Spain,Male,40,5,0.0,2,1,0,88947.56,0
3172,3173,15692819,Toscani,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
3174,3175,15734312,Kang,577,Spain,Male,43,6,0.0,2,1,1,149457.81,0
3176,3177,15613014,Hs?,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0
3183,3184,15734161,Nnonso,636,France,Male,43,6,0.0,2,1,0,43128.95,0
3191,3192,15760570,Stephenson,590,France,Male,32,5,0.0,2,1,0,59249.83,0
3192,3193,15566689,Chimaoke,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0
3195,3196,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0
3196,3197,15675791,Williams,610,France,Male,36,4,129440.3,2,1,0,102638.35,0
3197,3198,15747043,Giles,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0
3198,3199,15736397,Wang,544,France,Male,23,1,96471.2,1,1,0,35550.97,0
3200,3201,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0
3201,3202,15637593,Greco,722,France,Male,20,6,0.0,2,1,0,195486.28,0
3203,3204,15787550,Chao,719,France,Male,69,3,0.0,2,1,1,58320.06,0
3207,3208,15652400,Moss,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0
3208,3209,15717893,Briggs,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
3209,3210,15622585,McIntyre,525,France,Male,26,7,153644.39,1,1,1,63197.88,0
3213,3214,15594762,Pisani,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0
3214,3215,15667417,Tao,572,France,Male,33,9,68193.72,1,1,0,19998.31,0
3216,3217,15742204,Hsu,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
3218,3219,15774872,Joslin,663,France,Male,36,10,0.0,2,1,0,136349.55,0
3220,3221,15674331,Bidwill,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0
3222,3223,15575247,Cartwright,524,France,Male,30,1,0.0,2,1,0,126812.85,0
3223,3224,15695679,Yao,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
3226,3227,15796351,Yao,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0
3227,3228,15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228.0,0
3231,3232,15587177,Lloyd,646,France,Male,36,6,124445.52,1,1,0,88481.32,0
3233,3234,15601550,Genovesi,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0
3235,3236,15612465,Siciliano,684,Spain,Male,34,9,100628.0,2,1,1,190263.78,0
3237,3238,15665760,Kazantsev,802,Spain,Male,38,7,0.0,2,0,1,57764.65,0
3243,3244,15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,0,1,178028.96,0
3247,3248,15721835,Owen,791,Spain,Male,25,7,0.0,1,1,0,89666.28,0
3248,3249,15800515,Singh,516,France,Male,35,5,128653.59,1,1,0,127558.26,0
3249,3250,15591279,Nwagugheuzo,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
3252,3253,15699619,Rivas,641,France,Male,31,10,155978.17,1,1,0,91510.71,0
3256,3257,15573926,Lung,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0
3259,3260,15778830,Dellucci,841,France,Male,31,2,0.0,2,1,0,173240.52,0
3261,3262,15768293,Sun,614,France,Male,51,3,0.0,2,1,1,5552.37,0
3264,3265,15574372,Hoolan,738,France,Male,35,5,161274.05,2,1,0,181429.87,0
3266,3267,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0
3269,3270,15774744,Lord,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
3271,3272,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0
3275,3276,15800215,Kwemtochukwu,658,France,Male,25,3,0.0,2,0,1,173948.4,0
3278,3279,15683758,Onyekachukwu,640,France,Male,44,7,111833.47,1,1,0,67202.74,0
3279,3280,15670615,Castiglione,652,Spain,Male,37,7,0.0,2,1,0,68789.93,0
3284,3285,15724150,Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0
3287,3288,15668521,Jamieson,693,France,Male,37,1,0.0,2,1,1,82867.55,0
3298,3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0
3299,3300,15724527,Forbes,825,France,Male,34,9,0.0,2,1,1,31933.06,0
3301,3302,15658195,Efremova,653,France,Male,34,5,118838.75,1,1,1,52820.13,0
3302,3303,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0
3304,3305,15676513,Burns,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0
3310,3311,15746076,Saunders,506,Spain,Male,50,3,0.0,2,1,0,12016.79,0
3311,3312,15608226,McMorran,513,Spain,Male,72,3,98903.06,1,1,1,81251.24,0
3313,3314,15638988,Fu,684,France,Male,54,6,0.0,2,1,1,94888.6,0
3319,3320,15567114,McGarry,430,France,Male,35,1,118894.22,1,0,0,2923.61,0
3320,3321,15672242,Aksenov,712,France,Male,24,2,0.0,1,0,1,121232.51,0
3321,3322,15681327,Akhtar,682,France,Male,30,9,0.0,2,1,1,2053.42,0
3324,3325,15815420,McDaniels,808,Spain,Male,47,8,139196.0,1,0,1,74028.36,0
3327,3328,15659325,Todd,802,Spain,Male,40,5,0.0,2,1,1,175043.69,0
3330,3331,15657439,Chao,738,France,Male,18,4,0.0,2,1,1,47799.15,0
3331,3332,15574122,Tien,817,France,Male,34,5,129278.43,1,0,0,165562.84,0
3332,3333,15720508,Hsing,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
3334,3335,15702300,Walker,671,France,Male,27,5,0.0,2,0,0,120893.07,0
3336,3337,15671390,Chukwukere,690,Spain,Male,36,10,0.0,2,1,0,55902.93,0
3340,3341,15809263,Y?,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
3342,3343,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
3343,3344,15631800,Pagnotto,474,France,Male,37,3,98431.37,1,0,0,75698.44,0
3344,3345,15654292,Vessels,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
3346,3347,15726747,Donaldson,714,France,Male,63,4,138082.16,1,0,1,166677.54,0
3347,3348,15694510,Ifeanyichukwu,725,France,Male,45,1,129855.32,1,0,0,24218.65,0
3348,3349,15572291,Kao,825,France,Male,40,6,132308.22,1,0,0,117122.5,0
3350,3351,15685628,Calabresi,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0
3352,3353,15767414,Calabresi,591,France,Male,40,2,99886.42,2,1,1,88695.19,0
3355,3356,15623062,Vasilyeva,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
3356,3357,15713621,Mollison,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
3357,3358,15670668,Webb,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0
3359,3360,15747878,Aiken,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
3360,3361,15726796,Brabyn,844,France,Male,38,7,111501.66,1,1,1,119333.38,0
3363,3364,15681924,Ekwueme,747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0
3364,3365,15763544,Thompson,673,France,Male,47,1,0.0,2,0,0,108762.16,0
3368,3369,15733303,Liu,630,France,Male,67,5,0.0,2,1,1,27330.27,0
3373,3374,15578251,Fang,644,France,Male,37,2,186347.97,2,1,0,92809.73,0
3374,3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
3378,3379,15571302,Estep,529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0
3381,3382,15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27,0
3383,3384,15665766,T'ang,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
3386,3387,15582016,Fiorentini,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
3387,3388,15798024,Lori,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0
3388,3389,15588622,Marchesi,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0
3392,3393,15725429,Vincent,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
3393,3394,15600626,Bradley,710,France,Male,30,6,0.0,2,1,1,8991.17,0
3394,3395,15668460,Bellucci,466,France,Male,29,6,0.0,2,1,1,2797.27,0
3396,3397,15720354,Knowles,581,France,Male,71,4,0.0,2,1,1,197562.08,0
3397,3398,15691624,Chidiebere,820,France,Male,33,2,132150.26,2,1,0,23067.97,0
3398,3399,15793196,Kelly,759,France,Male,41,9,0.0,2,0,1,190294.12,0
3400,3401,15750874,Onyemere,676,France,Male,31,3,78990.15,1,1,1,124777.14,0
3405,3406,15793693,Mahomed,694,France,Male,60,9,0.0,1,1,1,57088.97,0
3407,3408,15797760,Bogdanov,632,France,Male,40,3,193354.86,2,1,0,149188.41,0
3410,3411,15595937,Bruno,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0
3412,3413,15782802,Beneventi,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0
3413,3414,15627412,Ferri,605,France,Male,39,3,0.0,2,1,0,199390.45,0
3416,3417,15565806,Toosey,532,France,Male,38,9,0.0,2,0,0,30583.95,0
3420,3421,15654519,Hassall,680,France,Male,31,1,0.0,2,1,1,3148.2,0
3422,3423,15654346,Poninski,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0
3423,3424,15660147,Dore,493,Spain,Male,32,8,46161.18,1,1,1,79577.4,0
3424,3425,15814998,Bonham,688,Spain,Male,42,5,0.0,2,0,0,197602.29,0
3425,3426,15802207,Ibezimako,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0
3426,3427,15658668,Hunter,581,Spain,Male,49,10,0.0,2,0,0,41623.59,0
3427,3428,15715079,Bold,465,France,Male,41,9,117221.15,1,1,0,168280.95,0
3430,3431,15780925,Tretyakova,625,France,Male,37,1,177069.24,2,1,1,96088.54,0
3431,3432,15688193,Graham,468,France,Male,36,3,61636.97,1,0,0,107787.42,0
3432,3433,15778219,Izmailov,790,France,Male,26,5,0.0,1,1,0,20510.79,0
3434,3435,15712303,Valentin,692,France,Male,66,4,159732.02,1,1,1,118188.15,0
3436,3437,15735632,Williamson,571,France,Male,41,8,0.0,1,1,1,63736.17,0
3439,3440,15662063,McIver,746,France,Male,36,7,142400.77,1,1,1,193438.69,0
3441,3442,15636658,Rozhkova,596,France,Male,36,2,0.0,2,1,1,12067.39,0
3444,3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0
3445,3446,15784097,Gibson,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0
3446,3447,15764654,Zikoranachidimma,649,France,Male,37,9,87374.88,2,1,1,247.36,0
3449,3450,15705777,Real,710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0
3450,3451,15661936,Chikelu,513,France,Male,40,3,141004.46,1,1,0,105028.46,0
3453,3454,15737521,Ball,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0
3454,3455,15814465,Ch'in,612,France,Male,24,1,182705.05,1,1,1,171837.06,0
3455,3456,15580988,Odell,842,France,Male,29,8,0.0,2,1,1,123437.05,0
3460,3461,15641662,Enticknap,470,Germany,Male,39,5,117469.91,2,0,0,63705.9,0
3461,3462,15813422,Lu,781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0
3466,3467,15631339,Adams,791,France,Male,28,4,0.0,1,1,0,174435.48,0
3472,3473,15761692,Muir,594,France,Male,40,9,122417.17,2,0,1,190882.69,0
3474,3475,15778861,Wallace,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
3475,3476,15770554,Fraser,769,France,Male,31,4,61297.05,2,1,1,7118.02,0
3478,3479,15736990,Chuang,537,France,Male,28,3,157842.07,1,1,0,86911.49,0
3479,3480,15743714,Ch'ien,468,France,Male,46,7,91443.75,1,1,0,10958.18,0
3482,3483,15677377,Lawrence,543,Spain,Male,37,3,0.0,2,1,1,78915.68,0
3483,3484,15626412,Mort,499,Spain,Male,39,6,0.0,2,1,1,81409.0,0
3484,3485,15643679,Goliwe,784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0
3489,3490,15809817,Ch'en,593,Spain,Male,43,10,0.0,2,0,0,53478.02,0
3491,3492,15751593,Fraser,570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0
3493,3494,15765461,Giles,632,Spain,Male,47,3,0.0,2,1,0,178822.32,0
3495,3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
3496,3497,15812324,King,779,France,Male,27,1,0.0,2,1,1,190623.02,0
3499,3500,15759566,Tochukwu,617,France,Male,74,10,0.0,2,1,1,53949.98,0
3503,3504,15782630,Genovese,543,France,Male,35,5,137482.19,1,0,0,62389.35,0
3505,3506,15742834,Liao,640,France,Male,45,1,0.0,1,1,1,10908.33,0
3506,3507,15806511,Berry,445,Spain,Male,45,10,0.0,2,0,1,90977.48,0
3507,3508,15608166,Fallaci,761,France,Male,36,9,127637.92,1,1,1,81062.93,0
3509,3510,15729958,Wilkinson,777,France,Male,37,1,0.0,1,1,1,126837.72,0
3510,3511,15800814,Palerma,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
3512,3513,15657779,Boylan,806,Spain,Male,18,3,0.0,2,1,1,86994.54,0
3517,3518,15757821,Burgess,771,Spain,Male,18,1,0.0,2,0,0,41542.95,0
3521,3522,15812706,Mazure,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0
3523,3524,15766746,Darwin,835,France,Male,35,6,127120.07,1,1,0,28707.69,0
3525,3526,15632551,Buccho,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0
3527,3528,15650545,Tomlinson,849,France,Male,69,7,71996.09,1,1,1,139065.94,0
3528,3529,15612769,Carr,692,France,Male,28,5,61581.97,1,1,1,70179.91,0
3535,3536,15626882,Stobie,662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0
3536,3537,15748034,Drakeford,534,France,Male,29,7,174851.9,1,1,1,79178.31,0
3537,3538,15632324,Pisani,602,France,Male,59,7,0.0,2,1,1,162347.05,0
3539,3540,15761453,Kovalev,667,France,Male,42,6,0.0,1,1,0,88890.05,0
3540,3541,15646726,Crawford,672,France,Male,43,5,0.0,1,0,0,63833.09,0
3544,3545,15642655,Savage,731,Spain,Male,33,1,0.0,1,1,0,130726.96,0
3546,3547,15653753,Chiemenam,542,Spain,Male,43,6,113567.94,1,1,0,89543.25,0
3548,3549,15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
3550,3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
3551,3552,15580629,Blackwood,604,France,Male,31,6,134837.58,1,1,0,192029.19,0
3554,3555,15662865,Storey,658,Spain,Male,36,1,0.0,2,0,1,84927.42,0
3557,3558,15594827,Glasgow,675,France,Male,34,1,124619.33,2,0,1,163667.56,0
3558,3559,15786392,Chen,765,France,Male,41,4,124182.21,1,0,0,100153.43,0
3568,3569,15672970,Chigolum,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
3571,3572,15790336,Tokareva,664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0
3572,3573,15754267,Fleming,697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0
3573,3574,15791988,Chinomso,670,France,Male,68,4,0.0,2,1,1,11426.7,0
3576,3577,15635285,Taylor,647,France,Male,28,8,0.0,2,1,1,91055.27,0
3577,3578,15574296,Kambinachi,757,France,Male,23,2,80673.96,2,1,0,93991.65,0
3579,3580,15670943,See,778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0
3581,3582,15586629,Campbell,637,France,Male,33,5,0.0,2,1,0,139947.17,0
3582,3583,15588461,Cremonesi,686,France,Male,35,4,0.0,1,1,0,8816.37,0
3584,3585,15664227,Threatt,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0
3585,3586,15741745,Lane,757,France,Male,28,7,120911.75,2,1,1,131249.46,0
3586,3587,15652626,Grave,826,France,Male,55,4,115285.85,1,1,0,140126.17,0
3587,3588,15599410,Stanley,721,France,Male,41,2,0.0,2,1,0,168219.75,0
3588,3589,15571958,McIntosh,489,Spain,Male,40,3,221532.8,1,1,0,171867.08,0
3590,3591,15687884,Alekseyeva,677,France,Male,37,3,88363.03,1,0,1,117946.3,0
