,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2364,2365,15796343,Bazhenov,707,France,Female,31,2,82787.93,2,0,0,91423.69,0
2370,2371,15650258,Sinclair,479,France,Female,35,2,113090.4,1,1,0,195649.79,0
2371,2372,15604345,Kemp,730,France,Female,22,9,65763.57,1,1,1,145792.01,0
2375,2376,15764618,Tseng,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0
2378,2379,15606267,Wilson,622,France,Female,38,4,98640.74,1,1,1,110457.99,0
2384,2385,15758531,Y?,732,France,Female,40,10,0.0,2,1,0,154189.08,0
2387,2388,15595588,Chukwunonso,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0
2389,2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
2396,2397,15732476,Ifeanyichukwu,600,France,Female,27,3,0.0,2,0,1,125698.97,0
2397,2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0
2398,2399,15633877,Morrison,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0
2403,2404,15756901,Ch'ang,641,France,Female,26,4,91547.84,2,0,1,28157.34,0
2410,2411,15613326,Gow,596,France,Female,33,1,138162.81,1,1,0,85412.54,0
2411,2412,15739502,Amaechi,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0
2413,2414,15604073,Bibi,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
2417,2418,15800845,Artemieva,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
2419,2420,15722765,Owen,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0
2420,2421,15783305,Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0
2421,2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
2422,2423,15607837,Muriel,746,France,Female,29,4,105599.67,1,1,1,43106.17,0
2423,2424,15714877,MacDevitt,662,France,Female,29,10,0.0,2,1,0,137508.31,0
2425,2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0
2426,2427,15759038,Whitehead,793,France,Female,41,3,141806.46,1,1,0,102921.17,0
2433,2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
2442,2443,15772632,Ts'ui,680,France,Female,34,1,0.0,2,1,0,167035.07,0
2444,2445,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0
2445,2446,15654409,Unwin,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
2450,2451,15679294,Brennan,589,France,Female,46,10,107238.85,2,1,0,37024.28,0
2452,2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
2453,2454,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
2456,2457,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
2457,2458,15641629,P'eng,537,Spain,Female,38,1,0.0,2,0,1,41233.97,0
2465,2466,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
2467,2468,15716518,Yuryeva,617,France,Female,27,4,0.0,2,0,0,190269.21,0
2470,2471,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
2476,2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
2478,2479,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
2479,2480,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
2481,2482,15764105,Milne,475,France,Female,57,1,0.0,2,1,0,89248.99,0
2485,2486,15659501,Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
2486,2487,15745001,Kovalev,683,Spain,Female,36,7,0.0,2,1,0,104786.59,0
2487,2488,15651140,Doherty,710,France,Female,32,3,0.0,1,1,0,94790.34,0
2488,2489,15571148,Baranov,645,Spain,Female,21,1,0.0,2,0,0,28726.07,0
2490,2491,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
2491,2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0
2496,2497,15625623,Stevenson,567,France,Female,45,4,0.0,2,0,1,121053.19,0
2501,2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
2503,2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
2504,2505,15625942,McDonald,619,Spain,Female,45,0,0.0,2,0,0,113645.4,0
2505,2506,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
2510,2511,15607993,Milne,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
2511,2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
2514,2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
2516,2517,15798666,Hughes,814,France,Female,36,6,0.0,2,1,1,98657.01,0
2519,2520,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
2523,2524,15742269,Milano,756,France,Female,24,1,0.0,2,1,0,184182.25,0
2526,2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0.0,2,0,0,12048.67,0
2529,2530,15621653,Rice,716,France,Female,29,10,87946.39,1,1,1,182531.74,0
2532,2533,15658693,Aksyonova,827,France,Female,60,2,0.0,2,0,1,60615.83,0
2534,2535,15803804,Walker,717,Germany,Female,35,5,103214.71,1,1,0,172172.7,0
2537,2538,15723706,Abbott,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
2543,2544,15655192,Fiorentino,850,Spain,Female,24,1,0.0,2,0,1,69052.87,0
2545,2546,15687130,Nkemjika,686,France,Female,43,0,0.0,1,1,1,170072.9,0
2547,2548,15634772,Mario,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
2551,2552,15631310,Hsieh,537,France,Female,53,3,0.0,1,1,1,91406.62,0
2552,2553,15756560,Moran,599,Spain,Female,46,7,81742.84,2,1,0,83282.21,0
2556,2557,15567486,Li,634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
2558,2559,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0
2559,2560,15650670,Bateson,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
2562,2563,15646566,Bell,763,France,Female,58,9,187911.55,1,0,1,35825.18,0
2563,2564,15645463,Udinese,843,France,Female,27,5,0.0,2,1,1,67494.23,0
2565,2566,15596088,Fanucci,705,France,Female,50,4,77065.9,2,0,1,145159.26,0
2566,2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
2569,2570,15700657,Thornton,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
2570,2571,15611905,Warlow-Davies,513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
2578,2579,15704629,Wright,582,France,Female,32,1,116409.55,1,0,1,152790.92,0
2582,2583,15703205,Uwaezuoke,656,France,Female,46,5,113402.14,2,1,1,138849.06,0
2583,2584,15567333,Archambault,712,France,Female,31,7,0.0,2,1,0,170333.38,0
2596,2597,15763665,Y?,833,France,Female,28,4,136674.51,2,0,0,5278.78,0
2597,2598,15668818,Chidubem,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0
2601,2602,15616700,Leach,622,Spain,Female,41,9,0.0,2,1,1,155786.39,0
2603,2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
2605,2606,15620398,Mitchell,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
2609,2610,15755242,Rowe,682,France,Female,46,2,0.0,1,1,1,114442.66,0
2618,2619,15724834,Wilson,498,France,Female,30,1,0.0,2,0,0,135795.53,0
2621,2622,15760102,Yeh,551,France,Female,36,5,0.0,1,1,0,183479.12,0
2623,2624,15653696,Goliwe,515,France,Female,28,9,0.0,2,0,0,94141.75,0
2624,2625,15788946,Anthony,605,Spain,Female,29,3,116805.82,1,0,0,4092.75,0
2626,2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
2630,2631,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
2635,2636,15688637,Witt,592,France,Female,27,4,0.0,2,1,1,183569.25,0
2637,2638,15677435,Kazantseva,647,France,Female,29,0,98263.46,2,1,0,164717.95,0
2640,2641,15622117,Fries,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0
2641,2642,15599301,Tao,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
2642,2643,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0
2646,2647,15582944,Becker,425,Spain,Female,39,5,0.0,2,1,0,140941.47,0
2649,2650,15612615,Graham,616,France,Female,37,6,0.0,2,1,0,86242.18,0
2652,2653,15761348,Kuo,601,France,Female,38,0,0.0,2,1,0,165196.65,0
2656,2657,15713267,Zimmer,779,Spain,Female,34,5,0.0,2,0,1,111676.63,0
2660,2661,15756241,Yirawala,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
2666,2667,15576723,Ts'ai,740,France,Female,37,7,0.0,2,1,1,194270.91,0
2669,2670,15693947,Tokareva,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
2677,2678,15733297,Sinclair,518,France,Female,38,10,84764.79,1,1,1,162253.9,0
2678,2679,15767793,Hsu,819,France,Female,38,10,0.0,2,1,0,30498.7,0
2679,2680,15725698,Panicucci,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0
2680,2681,15813532,Burns,625,France,Female,39,5,0.0,2,1,0,32615.21,0
2682,2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
2683,2684,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
2684,2685,15631927,Thomas,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0
2686,2687,15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
2691,2692,15629150,Lucchese,721,France,Female,37,1,0.0,2,1,0,70810.8,0
2696,2697,15792176,Henty,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
2699,2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
2701,2702,15797010,Shen,649,France,Female,31,2,0.0,2,1,0,15200.61,0
2702,2703,15670172,Padovesi,622,France,Female,30,4,107879.04,1,0,1,196894.62,0
2705,2706,15585835,Lord,655,Spain,Female,34,4,109783.69,2,1,0,134034.32,0
2707,2708,15628203,Pai,637,France,Female,38,3,104339.56,1,0,0,119882.86,0
2708,2709,15667190,Yuan,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
2711,2712,15775741,Powell,608,France,Female,28,9,0.0,2,1,1,125062.02,0
2712,2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
2714,2715,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,0
2718,2719,15783444,Endrizzi,788,France,Female,39,3,135139.33,1,0,1,113086.08,0
2722,2723,15675422,Conway,544,France,Female,32,9,110728.39,1,1,1,14559.62,0
2723,2724,15681550,Lablanc,614,France,Female,41,8,121558.46,1,1,1,598.8,0
2724,2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
2725,2726,15597951,Muir,471,France,Female,58,4,114713.57,1,1,1,36315.03,0
2726,2727,15807045,Milanesi,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0
2731,2732,15712584,Liao,670,France,Female,33,7,0.0,2,1,1,88187.81,0
2734,2735,15708505,Palerma,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
2735,2736,15791131,Chimaijem,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0
2741,2742,15687738,Nwagugheuzo,535,France,Female,38,8,0.0,2,1,0,136620.64,0
2742,2743,15576126,Young,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
2747,2748,15599829,Padovesi,577,France,Female,35,10,0.0,2,1,1,25161.61,0
2753,2754,15774491,Ross,480,France,Female,28,6,0.0,2,0,0,48131.92,0
2763,2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
2767,2768,15747265,Huang,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0
2770,2771,15693347,Gardener,676,France,Female,32,5,0.0,2,1,1,75465.41,0
2772,2773,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
2774,2775,15650034,Kudryashova,564,France,Female,28,1,0.0,1,1,1,162428.05,0
2778,2779,15761141,Palerma,604,Spain,Female,71,10,0.0,2,1,1,129984.2,0
2783,2784,15659475,Chung,597,France,Female,33,6,135703.59,2,0,0,74850.84,0
2784,2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0
2791,2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
2792,2793,15742820,Trevisano,535,France,Female,45,2,0.0,2,0,1,170621.55,0
2795,2796,15665110,Helena,515,France,Female,25,7,79543.59,1,0,1,38772.82,0
2796,2797,15770719,Duncan,697,France,Female,39,6,151553.19,1,1,1,44946.29,0
2803,2804,15636982,Weller,705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0
2804,2805,15751175,Bess,648,France,Female,44,2,0.0,2,1,1,58652.23,0
2809,2810,15757001,Mai,624,France,Female,32,2,79368.87,2,1,1,145471.94,0
2810,2811,15595388,Yeh,594,France,Female,30,10,0.0,2,1,1,124071.71,0
2811,2812,15699550,Babbage,695,Spain,Female,34,9,0.0,2,1,1,67502.12,0
2814,2815,15738672,Paterson,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
2817,2818,15768244,Macleod,538,Spain,Female,30,8,0.0,2,1,1,41192.95,0
2819,2820,15643496,Randolph,730,France,Female,34,5,74197.38,2,1,0,96875.52,0
2820,2821,15813916,Kudryashova,622,France,Female,31,1,89688.94,1,1,1,152305.47,0
2821,2822,15626385,George,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0
2822,2823,15603582,Robertson,569,Spain,Female,34,3,0.0,1,1,0,133997.53,0
2823,2824,15764351,Yuryeva,668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0
2826,2827,15628813,King,693,France,Female,43,4,152341.55,1,1,0,9241.78,0
2831,2832,15758482,Montalvo,626,France,Female,32,0,0.0,2,0,0,187172.54,0
2837,2838,15703059,Scott,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
2838,2839,15646196,Yeh,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
2839,2840,15585451,Vigano,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
2848,2849,15713608,Tuan,850,France,Female,41,5,0.0,2,1,1,34827.43,0
2850,2851,15610426,Tien,764,France,Female,39,5,81042.42,1,0,1,109805.17,0
2855,2856,15693203,Powell,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0
2861,2862,15711398,Fetherstonhaugh,525,France,Female,25,6,0.0,2,1,0,89566.64,0
2863,2864,15659175,Severson,755,France,Female,43,9,0.0,2,1,0,18066.69,0
2866,2867,15631848,Grover,727,France,Female,26,9,121508.28,1,1,1,146785.44,0
2867,2868,15654211,Milani,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
2870,2871,15651093,Chien,707,France,Female,55,1,0.0,2,0,1,54409.48,0
2873,2874,15707189,Marshall,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0
2875,2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
2876,2877,15585284,Thomson,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0
2878,2879,15667751,Herrera,487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0
2881,2882,15570943,Artemyeva,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
2883,2884,15721917,Chuang,559,France,Female,38,8,95139.41,1,1,1,86575.46,0
2884,2885,15776047,Nicholls,620,France,Female,29,3,0.0,2,0,1,153392.28,0
2886,2887,15675328,Knight,449,France,Female,37,6,0.0,2,1,0,82176.48,0
2887,2888,15604314,Webb,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
2889,2890,15630402,Nebechukwu,594,France,Female,31,9,0.0,1,0,1,5719.11,0
2891,2892,15774224,Nixon,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
2896,2897,15606836,Lombardo,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
2897,2898,15664150,Holland,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0
2899,2900,15810944,Bryant,586,France,Female,35,7,0.0,2,1,0,70760.69,0
2902,2903,15804002,Kovalev,691,France,Female,33,1,128306.83,1,1,1,113580.79,0
2903,2904,15728773,Hsieh,568,France,Female,47,7,0.0,2,1,1,45978.39,0
2904,2905,15598044,Debellis,715,France,Female,35,3,0.0,1,1,1,152012.36,0
2907,2908,15727311,Yen,539,France,Female,22,0,100885.93,2,1,1,38772.65,0
2911,2912,15704987,Lu,649,France,Female,52,8,49113.75,1,1,0,41858.43,0
2913,2914,15697686,Stewart,787,France,Female,40,6,0.0,2,1,1,84151.98,0
2919,2920,15736760,Douglas,538,Spain,Female,42,9,0.0,1,0,0,152855.96,0
2920,2921,15714658,Yates,696,France,Female,33,4,0.0,2,1,1,73371.65,0
2921,2922,15599081,Watt,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
2924,2925,15792818,Perry,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
2925,2926,15633531,Lavrov,717,France,Female,76,9,138489.66,1,1,1,68400.14,0
2931,2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0
2940,2941,15772798,Chikezie,711,Spain,Female,28,5,0.0,2,1,1,93959.96,0
2941,2942,15792008,Zetticci,555,Spain,Female,26,9,0.0,2,0,1,158918.03,0
2942,2943,15715541,Yang,850,France,Female,42,9,113311.11,1,1,1,198193.75,0
2943,2944,15639277,Lin,678,France,Female,41,9,0.0,1,0,0,13160.03,0
2948,2949,15694395,Ts'ui,620,France,Female,29,1,138740.24,2,0,0,154700.61,0
2950,2951,15744919,Genovese,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
2953,2954,15649136,Williamson,650,France,Female,43,6,0.0,2,1,1,16301.91,0
2954,2955,15775562,Shoobridge,538,France,Female,33,5,0.0,2,1,0,126962.41,0
2955,2956,15807481,Peng,577,France,Female,46,1,0.0,1,1,1,158750.53,0
2960,2961,15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
2963,2964,15718071,Tuan,655,France,Female,51,3,0.0,2,0,1,15801.02,0
2968,2969,15756932,Caldwell,696,Spain,Female,36,7,0.0,2,1,1,82298.59,0
2978,2979,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,168285.85,0
2980,2981,15709476,Kenyon,850,Spain,Female,41,3,99945.93,2,1,0,71179.31,0
2982,2983,15798659,Kennedy,526,Spain,Female,43,3,0.0,2,1,0,31705.19,0
2992,2993,15786993,Lung,810,France,Female,51,5,0.0,2,0,1,184524.74,0
2993,2994,15709441,Cocci,745,Spain,Female,59,8,0.0,1,1,1,36124.98,0
2994,2995,15710257,Matveyeva,625,France,Female,39,3,130786.92,1,0,1,121316.07,0
2995,2996,15582492,Moore,535,France,Female,29,2,112367.34,1,1,0,185630.76,0
2996,2997,15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0
2997,2998,15756820,Fleming,655,France,Female,26,7,106198.5,1,0,1,32020.42,0
3000,3001,15584545,Aksenov,532,France,Female,40,5,0.0,2,0,1,177099.71,0
3001,3002,15675949,Fleming,696,Spain,Female,43,4,0.0,2,1,1,66406.37,0
3002,3003,15672091,Ulyanov,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0
3012,3013,15739160,Mahon,849,France,Female,41,9,115465.28,1,1,0,103174.5,0
3013,3014,15689237,Shaw,471,France,Female,27,4,0.0,2,1,0,122642.09,0
3017,3018,15701962,Scott,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0
3018,3019,15811613,Voss,588,France,Female,27,8,0.0,1,1,0,20066.38,0
3020,3021,15724423,Wilson,571,France,Female,38,6,107193.82,2,0,0,38962.94,0
3022,3023,15678168,Gibson,648,Spain,Female,27,7,0.0,2,1,1,163060.43,0
3025,3026,15745232,Chikelu,759,France,Female,39,6,0.0,2,1,1,140497.67,0
3027,3028,15792102,Yefremova,774,France,Female,42,3,137781.65,1,0,0,199316.19,0
3028,3029,15675185,Chuang,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0
3031,3032,15638963,Garran,678,France,Female,22,4,174852.89,1,1,1,28149.06,0
3033,3034,15578006,Yao,787,France,Female,85,10,0.0,2,1,1,116537.96,0
3039,3040,15666141,Baldwin,829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
3042,3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
3043,3044,15746422,Muir,636,France,Female,38,1,0.0,1,1,0,45015.38,0
3048,3049,15679651,Gardiner,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0
3053,3054,15610140,He,601,France,Female,34,5,0.0,2,1,0,27022.57,0
3058,3059,15744279,Patterson,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0
3059,3060,15670619,Coppin,631,France,Female,33,8,0.0,2,0,0,117374.22,0
3060,3061,15599533,Tsao,569,France,Female,43,7,0.0,2,1,1,77703.19,0
3062,3063,15697574,Stewart,582,France,Female,40,9,0.0,3,1,1,60954.45,0
3066,3067,15789815,Fallaci,503,France,Female,28,5,0.0,2,1,0,125918.17,0
3068,3069,15587013,Tien,653,France,Female,31,7,102575.04,1,1,1,11043.54,0
3072,3073,15644296,Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,0
3073,3074,15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
3076,3077,15584114,Ogbonnaya,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0
3078,3079,15685576,Degtyaryov,527,Spain,Female,36,6,0.0,2,1,1,102280.29,0
3079,3080,15774727,Monaldo,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
3084,3085,15724402,Tyler,770,France,Female,30,8,0.0,2,1,0,100557.03,0
3086,3087,15674206,Walker,716,France,Female,22,8,0.0,2,1,1,92606.98,0
3092,3093,15689751,Jones,666,France,Female,31,2,79589.43,1,0,0,4050.57,0
3094,3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0
3098,3099,15628523,Chien,539,France,Female,24,3,0.0,2,1,1,198161.07,0
3102,3103,15660866,Chimaobim,640,France,Female,29,3,0.0,2,1,0,2743.69,0
3103,3104,15766609,Jowers,655,France,Female,47,10,0.0,2,1,0,167778.62,0
3106,3107,15800890,T'ien,554,France,Female,45,6,0.0,2,1,1,181204.5,0
3108,3109,15724536,Chin,560,Spain,Female,28,1,0.0,2,1,1,120880.72,0
3116,3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1,1,1,16460.77,0
3120,3121,15694879,Reeves,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0
3125,3126,15685346,Chu,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0
3128,3129,15794253,Marsh,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0
3131,3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
3133,3134,15646227,Folliero,682,France,Female,27,1,97893.2,1,1,0,166144.98,0
3139,3140,15736228,Chambers,645,France,Female,40,3,129596.77,1,1,1,103232.6,0
3142,3143,15586996,Azikiwe,697,France,Female,76,7,0.0,2,0,1,188772.45,0
3143,3144,15722061,Allen,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0
3149,3150,15723373,Page,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0
3150,3151,15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
3151,3152,15584320,Brennan,686,France,Female,39,3,111695.62,1,0,0,136643.84,0
3153,3154,15750056,Hyde,702,France,Female,29,6,149218.39,1,1,1,9633.01,0
3158,3159,15811177,Beneventi,643,France,Female,31,3,167949.48,1,1,0,143162.34,0
3164,3165,15721592,Barton,665,France,Female,38,5,0.0,2,1,0,156439.56,0
3165,3166,15581282,Lucchese,651,France,Female,39,6,0.0,1,1,0,24176.44,0
3173,3174,15727467,Mellor,485,France,Female,27,3,0.0,2,1,0,141449.86,0
3177,3178,15759684,Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0
3178,3179,15609669,Chuang,542,France,Female,39,4,109949.39,2,1,1,41268.65,0
3179,3180,15685536,Chu,552,France,Female,34,5,0.0,2,1,1,1351.41,0
3181,3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0
3182,3183,15638646,Lucchese,669,France,Female,43,1,160474.59,1,1,1,95963.14,0
3186,3187,15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
3187,3188,15713912,Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
3188,3189,15586757,Anenechukwu,801,France,Female,32,4,75170.54,1,1,1,37898.5,0
3189,3190,15596522,Meredith,692,France,Female,42,2,0.0,2,1,0,145222.93,0
3190,3191,15625395,Chinomso,585,France,Female,28,6,105795.9,1,1,1,41219.09,0
3194,3195,15673539,Napolitani,690,France,Female,26,3,118097.87,1,1,0,61257.83,0
3202,3203,15598070,Marchesi,564,France,Female,33,4,135946.26,1,1,0,63170.0,0
3210,3211,15733964,Russo,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0
3211,3212,15753861,Ballard,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0
3215,3216,15684861,Thomson,726,France,Female,32,8,0.0,2,0,0,185075.63,0
3217,3218,15623502,Morrison,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0
3219,3220,15611191,Scott,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
3221,3222,15619465,Cameron,555,Spain,Female,24,2,0.0,2,0,1,197866.55,0
3225,3226,15785170,Neal,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0
3228,3229,15693264,Onyinyechukwuka,583,France,Female,29,10,0.0,2,1,1,111285.85,0
3230,3231,15769902,Christie,679,France,Female,33,6,0.0,2,1,1,98015.85,0
3232,3233,15814553,Ball,559,France,Female,34,5,68999.66,2,1,1,66879.27,0
3236,3237,15810800,Ositadimma,673,Spain,Female,32,0,0.0,1,1,1,72873.33,0
3239,3240,15776844,Hao,762,Spain,Female,19,6,0.0,2,1,0,55500.17,0
3241,3242,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
3242,3243,15729908,Allan,411,France,Female,36,10,0.0,1,0,0,120694.35,0
3244,3245,15646936,Nnamdi,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0
3253,3254,15606472,Lung,585,France,Female,38,5,0.0,1,1,1,87363.56,0
3255,3256,15671387,Fetherstonhaugh,507,France,Female,29,4,89349.47,2,0,0,180626.68,0
3257,3258,15709183,Davidson,707,France,Female,58,3,102346.86,1,1,1,114672.64,0
3258,3259,15577514,Mai,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
3265,3266,15671249,Kent,422,France,Female,33,2,0.0,2,1,0,102655.31,0
3267,3268,15624755,Pepper,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
3270,3271,15629885,Wilson,850,France,Female,33,7,118004.26,1,1,0,183983.82,0
3276,3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
3277,3278,15749381,Yu,790,France,Female,41,2,126619.27,1,1,0,198224.38,0
